configuration_id,component_count,components,system_voltage_v,analysis_period_min,active_duration_min,sleep_duration_min,peak_duration_min,avg_active_current_ma,avg_sleep_current_ma,avg_peak_current_ma,calculated_energy_mwh,target_energy_mwh
1415,3,ESP32 + HC-05 + SSD1306 OLED controller,3.3,30,4.9159,23.6865,1.3976,17.96,0.006047,80.0,33.039181,33.349037
1416,3,ESP32 + INA219 + SSD1306 OLED controller,3.3,360,49.5857,293.9564,16.4579,7.96,0.006047,80.0,282.663433,277.722709
1417,2,INA219 + ESP32,3.3,1440,200.2536,1196.6372,43.1092,11.94,0.00407,120.0,832.589811,822.622866
1418,4,Arduino Uno / ATmega328P + HC-SR501 + DHT22 / AM2302 + INA219,3.3,1440,753.2548,666.0062,20.7391,16.875,0.0,0.625,2799.309934,2770.914202
1419,4,INA219 + HC-SR501 + BMP280 + Arduino Uno / ATmega328P,3.3,360,50.2366,299.8547,9.9087,16.250685,2.5e-05,0.009213,179.625105,181.348135
1420,4,HC-SR501 + MPU6050 + BME280 + Arduino Uno / ATmega328P,3.3,120,14.9884,100.0076,5.004,17.225,0.0025,0.0,56.853486,57.620692
1421,1,HC-05,3.3,1440,281.6545,1112.1177,46.2279,30.0,0.0,0.0,464.729846,466.942327
1422,3,Raspberry Pi Pico + nRF24L01+ + BME280,3.3,720,127.3463,588.6439,4.0098,3.766667,0.433633,4.5,124.240187,128.297125
1423,3,Raspberry Pi Pico + Arduino Uno / ATmega328P + ESP32-S3,4.15,360,80.1987,262.2661,17.5352,30.566667,0.435667,118.333333,770.540299,787.936394
1424,1,HC-SR04,5.0,360,165.6953,184.3853,9.9194,15.0,0.0,0.0,207.119107,199.575226
1425,3,HC-SR501 + DS18B20 + DHT22 / AM2302,4.15,60,26.4363,31.1884,2.3753,22.833333,0.00025,1.333333,125.316763,124.480149
1426,4,SSD1306 OLED controller + nRF24L01+ + DHT22 / AM2302 + HC-SR501,3.3,1440,313.3316,1109.1125,17.5559,19.7,0.002725,4.0,1374.093226,1423.510906
1427,1,Arduino Uno / ATmega328P,5.0,360,90.8487,252.9862,16.1651,0.0,0.0,0.0,0.0,0.0
1428,2,HC-05 + nRF24L01+,3.3,720,284.6498,401.3772,33.973,20.65,0.00045,6.75,671.826884,664.756675
1429,3,BME280 + BMP280 + MPU6050,3.3,720,138.9653,558.6525,22.3823,1.300913,0.003367,0.012283,30.184685,30.083148
1430,1,BMP280,3.3,360,89.5964,260.7847,9.6189,0.00274,0.0001,0.03685,0.034432,0.034451
1431,3,MPU6050 + nRF24L01+ + HC-SR501,3.3,60,19.0439,39.0439,1.9122,26.733333,0.003633,4.5,85.445647,86.01256
1432,2,ESP32 + HC-SR501,3.3,1440,433.5551,1000.9018,5.5431,44.44,0.00407,120.0,2193.007906,2177.217883
1433,4,BME280 + DS18B20 + HC-SR04 + HC-05,4.15,1440,112.0708,1306.4043,21.525,11.5,0.000188,0.375,337.116749,329.405434
1434,3,BMP280 + BME280 + DS18B20,3.3,60,27.5919,31.6272,0.7809,0.334247,0.000283,0.512283,2.404826,2.435219
1435,2,Raspberry Pi Pico + BME280,3.3,720,63.6432,652.2152,4.1415,0.0,0.65,0.0,46.63339,46.551611
1436,3,DS18B20 + HC-SR04 + MPU6050,5.0,60,26.9774,30.2143,2.8083,6.633333,0.003583,0.5,42.126063,41.870569
1437,1,Raspberry Pi Pico,3.3,360,85.9302,273.1826,0.8872,0.0,1.3,0.0,19.532559,19.645057
1438,3,HC-SR501 + Arduino Uno / ATmega328P + SSD1306 OLED controller,4.15,1440,474.8582,927.9194,37.2224,21.666667,0.003333,0.0,2135.39368,2137.37362
1439,4,ESP32-S3 + HC-SR04 + BME280 + BMP280,3.3,720,248.6826,470.7967,0.5207,26.675685,0.001775,88.759213,1575.473354,1585.222313
1440,2,BME280 + HC-SR04,4.15,30,6.77,22.7479,0.4821,7.5,0.0,0.0,8.462491,8.447466
1441,3,Arduino Uno / ATmega328P + HC-SR501 + ESP32-S3,4.15,30,6.8183,21.7585,1.4232,52.233333,0.002333,118.333333,92.837724,95.42933
1442,3,Arduino Uno / ATmega328P + MPU6050 + ESP32-S3,3.3,60,9.1641,49.363,1.4729,31.866667,0.005667,118.333333,76.989908,75.404494
1443,4,MPU6050 + BME280 + Arduino Uno / ATmega328P + DHT22 / AM2302,3.3,120,11.0093,105.0514,3.9393,1.6,0.0025,0.625,4.474714,4.426979
1444,4,HC-SR501 + BME280 + DHT22 / AM2302 + MPU6050,3.3,30,7.2684,21.2534,1.4782,17.85,0.0025,0.625,28.757819,28.085884
1445,2,ESP32-S3 + HC-SR04,4.15,30,12.5925,16.2432,1.1643,53.35,0.0035,177.5,101.990073,105.05458
1446,4,ESP32-S3 + Raspberry Pi Pico + DS18B20 + MPU6050,3.3,1440,267.0183,1163.8067,9.175,24.15,0.329437,89.125,1690.895926,1683.241733
1447,4,Arduino Uno / ATmega328P + Raspberry Pi Pico + ESP32 + ESP32-S3,3.3,360,20.263,339.1011,0.6359,28.895,0.328785,148.75,174.147361,171.816632
1448,2,HC-SR04 + HC-SR501,5.0,30,7.4153,22.3367,0.248,40.0,0.0,0.0,49.435619,50.114615
1449,2,Arduino Uno / ATmega328P + BME280,4.15,120,28.6823,88.4501,2.8676,0.0,0.0,0.0,0.0,0.0
1450,1,HC-SR501,3.3,30,2.1413,27.8055,0.0532,65.0,0.0,0.0,7.655087,7.43337
1451,3,DS18B20 + ESP32-S3 + BMP280,3.3,30,1.5651,28.3948,0.0401,30.900913,0.002617,118.845617,8.825414,8.618397
1452,3,HC-SR04 + ESP32-S3 + ESP32,3.3,30,14.7437,14.5169,0.7394,43.526667,0.005047,198.333333,136.363883,130.948058
1453,2,HC-05 + BME280,3.3,120,71.3559,46.4888,2.1553,15.0,0.0,0.0,117.73722,117.719993
1454,4,Arduino Uno / ATmega328P + ESP32-S3 + DHT22 / AM2302 + nRF24L01+,3.3,120,37.7097,77.7112,4.5791,26.375,0.001975,92.75,312.28113,315.754676
1455,4,BMP280 + DS18B20 + DHT22 / AM2302 + ESP32,3.3,120,49.5634,69.4156,1.021,6.845685,0.002247,61.009212,89.831975,93.47672
1456,1,SSD1306 OLED controller,3.3,360,97.4936,250.0132,12.4932,0.0,0.01,0.0,0.137507,0.135117
1457,1,nRF24L01+,3.3,720,322.187,382.9121,14.9009,11.3,0.0009,13.5,211.32208,209.278222
1458,3,DHT22 / AM2302 + nRF24L01+ + Raspberry Pi Pico,3.3,60,11.9096,47.5921,0.4982,4.6,0.433633,5.333333,12.883056,12.804343
1459,1,Raspberry Pi Pico,3.3,1440,152.4794,1268.0864,19.4342,0.0,1.3,0.0,90.668177,92.327547
1460,3,nRF24L01+ + HC-05 + MPU6050,3.3,720,425.8666,273.791,20.3424,15.066667,0.003633,4.5,1073.972705,1078.534222
1461,4,ESP32-S3 + HC-SR501 + Arduino Uno / ATmega328P + INA219,3.3,30,4.4637,24.8638,0.6725,39.175,0.00175,88.75,51.611295,52.08102
1462,3,SSD1306 OLED controller + ESP32 + Arduino Uno / ATmega328P,3.3,360,49.1062,293.6448,17.249,7.96,0.006047,80.0,292.475607,292.661207
1463,2,Raspberry Pi Pico + HC-05,3.3,60,24.7557,34.259,0.9853,15.0,0.65,0.0,43.29646,42.263288
1464,3,SSD1306 OLED controller + HC-05 + Arduino Uno / ATmega328P,3.3,60,27.5632,30.7583,1.6785,10.0,0.003333,0.0,45.496244,43.454638
1465,2,BMP280 + HC-SR501,3.3,60,16.492,42.975,0.533,32.50137,5e-05,0.018425,58.962554,58.756516
1466,1,nRF24L01+,3.3,30,5.0062,23.8209,1.1729,11.3,0.0009,13.5,3.983392,3.960738
1467,4,ESP32 + SSD1306 OLED controller + nRF24L01+ + Arduino Uno / ATmega328P,3.3,1440,857.8354,539.9436,42.2209,8.795,0.00476,63.375,2249.056655,2188.819947
1468,4,HC-SR04 + SSD1306 OLED controller + BME280 + DHT22 / AM2302,3.3,720,343.2163,344.5176,32.2661,4.375,0.0025,0.625,480.838713,481.758103
1469,1,BMP280,3.3,720,328.1706,360.1589,31.6705,0.00274,0.0001,0.03685,0.115624,0.115666
1470,3,ESP32 + HC-05 + HC-SR04,3.3,60,34.3612,25.4462,0.1926,22.96,0.002713,80.0,147.330918,149.591983
1471,3,HC-SR501 + ESP32-S3 + BME280,3.3,120,48.7757,66.8371,4.3872,52.233333,0.002333,118.333333,506.059027,498.480968
1472,1,HC-SR501,3.3,720,106.9028,608.1509,4.9463,65.0,0.0,0.0,382.177615,383.833842
1473,4,HC-SR04 + DHT22 / AM2302 + ESP32 + HC-05,3.3,60,29.3116,27.7588,2.9296,17.845,0.002035,60.625,166.61738,168.281286
1474,3,Arduino Uno / ATmega328P + INA219 + Raspberry Pi Pico,4.15,360,126.3264,230.3574,3.3162,0.0,0.433333,0.0,20.712966,20.67149
1475,1,BME280,3.3,1440,235.8513,1188.7463,15.4024,0.0,0.0,0.0,0.0,0.0
1476,2,SSD1306 OLED controller + INA219,3.3,360,31.3756,320.1108,8.5136,0.0,0.005,0.0,0.176061,0.174765
1477,4,DHT22 / AM2302 + BMP280 + HC-SR04 + MPU6050,3.3,30,1.7685,27.0705,1.161,5.350685,0.002525,0.634212,3.010496,3.041679
1478,4,BME280 + Arduino Uno / ATmega328P + INA219 + DS18B20,4.15,60,19.1959,38.6384,2.1657,0.25,0.000188,0.375,1.872786,1.914999
1479,4,Raspberry Pi Pico + HC-SR04 + ESP32 + ESP32-S3,3.3,720,273.0102,419.0206,27.9692,32.645,0.328785,148.75,3022.361961,3031.602574
1480,1,DHT22 / AM2302,3.3,720,315.7296,377.1989,27.0715,2.5,0.0,2.5,47.135155,49.284911
1481,1,MPU6050,3.3,360,65.3004,289.2494,5.4502,3.9,0.01,0.0,14.166025,14.333786
1482,1,INA219,3.3,60,9.2275,48.0681,2.7044,0.0,0.0,0.0,0.0,0.0
1483,3,INA219 + DHT22 / AM2302 + BME280,3.3,1440,716.312,691.8001,31.8878,0.833333,0.0,0.833333,102.877481,100.020812
1484,2,MPU6050 + nRF24L01+,3.3,360,140.8876,211.8115,7.3009,7.6,0.00545,6.75,123.329935,122.154124
1485,4,HC-SR04 + DS18B20 + BME280 + Arduino Uno / ATmega328P,5.0,1440,396.941,989.2586,53.8004,4.0,0.000188,0.375,536.041491,537.016293
1486,3,ESP32 + HC-05 + DHT22 / AM2302,3.3,120,55.4163,58.8069,5.7768,18.793333,0.002713,80.833333,248.915327,249.19417
1487,3,SSD1306 OLED controller + DHT22 / AM2302 + DS18B20,3.3,30,17.3654,11.4203,1.2143,1.166667,0.003583,1.333333,4.160612,4.269698
1488,1,BME280,3.3,60,3.5877,55.1005,1.3118,0.0,0.0,0.0,0.0,0.0
1489,3,INA219 + BME280 + ESP32-S3,3.3,60,28.9356,28.9783,2.0861,30.566667,0.002333,118.333333,186.679385,189.630525
1490,4,BMP280 + MPU6050 + HC-05 + DS18B20,3.3,60,19.5378,39.4732,0.989,8.725685,0.002713,0.384213,38.20943,37.214764
1491,3,MPU6050 + HC-05 + BMP280,3.3,720,36.966,660.769,22.2651,11.300913,0.003367,0.012283,69.340777,66.811404
1492,3,MPU6050 + SSD1306 OLED controller + DHT22 / AM2302,3.3,360,90.9937,265.9929,3.0134,2.133333,0.006667,0.833333,32.736722,32.772889
1493,2,DHT22 / AM2302 + HC-05,3.3,720,378.9217,327.0317,14.0465,16.25,0.0,1.25,679.254009,694.078118
1494,3,ESP32-S3 + ESP32 + nRF24L01+,3.3,30,2.0222,26.5995,1.3783,42.293333,0.005347,202.833333,60.263415,59.654182
1495,2,HC-SR501 + nRF24L01+,3.3,1440,577.8428,802.6435,59.5137,38.15,0.00045,6.75,2469.145922,2386.211076
1496,3,HC-SR04 + HC-05 + SSD1306 OLED controller,3.3,1440,97.2626,1314.9039,27.8335,15.0,0.003333,0.0,282.784705,282.418733
1497,4,nRF24L01+ + ESP32-S3 + Raspberry Pi Pico + HC-05,3.3,720,367.1033,336.1894,16.7072,33.25,0.326975,92.125,3048.158242,2965.056273
1498,4,HC-SR501 + HC-05 + INA219 + DS18B20,3.3,120,7.9613,111.9854,0.0533,24.0,0.000188,0.375,42.275085,43.442411
1499,4,SSD1306 OLED controller + ESP32-S3 + nRF24L01+ + HC-SR04,3.3,720,306.9242,381.0455,32.0303,29.5,0.004475,92.125,2771.930175,2752.457426
1500,2,BME280 + Arduino Uno / ATmega328P,4.15,1440,587.303,824.4784,28.2186,0.0,0.0,0.0,0.0,0.0
